"CpG.site","Coefficient","Panel","Training.cohort","Short_name","Name","SeqId","UniProt","Predictor","chr","pos","UCSC_RefGene_Name","GencodeCompV12_NAME"
"cg18270378",0.00198103338306509,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr7",3284394,"",""
"cg00819141",0.00490144438953816,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr7",1657422,"",""
"cg19235893",0.0101509807299469,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr2",105493611,"",""
"cg21526209",-0.0432507421200384,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr14",106692023,"",""
"cg27028202",-0.00467735031658603,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr6",166100316,"",""
"cg23039807",-0.015518442757679,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr2",240425897,"",""
"cg13051302",-0.00903658855180876,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr15",37384042,"MEIS2","MEIS2"
"cg13571852",-0.00848439969150723,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr2",97652491,"FAM178B","FAM178B"
"cg17655451",0.0116542263914631,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr5",53959665,"",""
"cg25264630",0.00440298678051216,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr7",157849744,"PTPRN2",""
"cg13031537",-0.00868954163621072,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr3",186920348,"","RP11-208N14.4"
"cg14669514",-0.00207398647060588,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr13",22243722,"FGF9",""
"cg21426759",-0.00597710197664805,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr6",30303126,"TRIM39",""
"cg07262395",0.00220977306906782,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr10",111966094,"MXI1","MXI1"
"cg00103778",0.00697043009177137,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr20",30196041,"",""
"cg17963461",9.07800302232358e-05,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr5",3844117,"",""
"cg01539064",0.0099985416582958,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr19",49122509,"RPL18, SPHK2","RPL18, SPHK2"
"cg06674932",-0.00400059089482597,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr11",110299342,"FDX1","FDX1"
"cg21611682",-0.0054798069429047,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr11",68138269,"LRP5",""
"cg08840010",-0.00207446895772612,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr1",8000314,"TNFRSF9","TNFRSF9"
"cg08864944",-0.00881935187927383,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr1",164633485,"PBX1","PBX1"
"cg15736783",0.015150106516489,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr6",80178612,"",""
"cg22324029",-0.00116321115544444,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr6",32908466,"HLA-DMB","HLA-DMB"
"cg19364351",0.0104464049145559,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr11",6291879,"CCKBR","CCKBR"
"cg25985504",0.00282697706755428,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr15",96303955,"",""
"cg18318715",-0.0054180281435192,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr1",181068076,"",""
"cg18346531",0.0195216109388819,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr17",9967431,"GAS7","GAS7"
"cg20912517",0.00310841476426138,"SomaScan","KORA","MMP-9","Matrix metalloproteinase-9","2579-17","P14780","MMP-9","chr6",29760909,"HCG4","HLA-P"
"cg11010909",0.0105635967925354,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr12",103980767,"STAB2","STAB2"
"cg01829024",-0.0077810763198942,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr4",83482926,"TMEM150C","TMEM150C"
"cg25447872",0.00934609215820532,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr13",113492708,"ATP11A","ATP11A"
"cg16152482",0.00308446514043205,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr20",57607440,"ATP5E","ATP5E"
"cg24457521",0.00370938339283485,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr20",57607420,"ATP5E","ATP5E"
"cg14784944",0.00391152039602763,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr7",4855785,"RADIL","RADIL"
"cg14898177",0.00213806807677874,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr12",2486634,"CACNA1C",""
"cg06866597",-0.00606781265964232,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr22",29279129,"ZNRF3","ZNRF3"
"cg05082708",-0.0142158742604654,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr4",4765299,"",""
"cg16520357",-0.00865030536107754,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr13",53625240,"OLFM4","OLFM4"
"cg01912040",-0.00145574060873053,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr17",1106553,"","ABR"
"cg04202736",-0.00850026937499251,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr15",42371721,"PLA2G4D","PLA2G4D"
"cg20777437",-0.00113313414105178,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr1",54619703,"CDCP2","CDCP2, RP11-446E24.4"
"cg19251719",0.00199533865597344,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr1",203055479,"MYOG","MYOG"
"cg11020853",-0.0237453176351015,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr3",43020564,"FAM198A","FAM198A, KRBOX1"
"cg09443484",0.00210389830970092,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr11",33673943,"C11orf41",""
"cg14086364",-0.00470233406650668,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr5",150678334,"SLC36A3","SLC36A3"
"cg07414492",0.00797446316023157,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr20",3656411,"ADAM33","ADAM33"
"cg07726287",-0.0019948373950373,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr16",84318109,"",""
"cg20113993",-0.0114501293934016,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr6",34394080,"RPS10","RPS10"
"cg05529249",0.00224683073083673,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr2",24272480,"FKBP1B","FKBP1B, C2orf44, MFSD2B"
"cg03539511",0.020474356971608,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr20",57607061,"ATP5E",""
"cg12622242",0.00204615181504439,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr8",19203257,"SH2D4A",""
"cg06387622",-0.0124253411280313,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr6",1100823,"LOC285768","AL033381.1"
"cg19779057",0.000360442276133387,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr1",204073369,"SOX13","SOX13"
"cg00288844",-0.0409452651044747,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr16",11835360,"TXNDC11","RP11-490O6.2, TXNDC11"
"cg10759293",-0.00783492431659412,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr20",19999226,"NAA20","NAA20"
"cg10159032",-0.000231425025127702,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr17",30347989,"LRRC37B","LRRC37B"
"cg15390444",-0.0124003943838518,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr10",133793442,"BNIP3",""
"cg02304156",0.00298353436199225,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr16",28913517,"ATP2A1","ATP2A1"
"cg21121843",0.0230056092267679,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr4",3203982,"HTT","HTT"
"cg26176348",0.00232455140848958,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr2",9372432,"ASAP2",""
"cg20355735",0.000851287206533493,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr7",4118868,"SDK1","SDK1"
"cg00920892",0.0240664434384498,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr8",37732224,"RAB11FIP1","RAB11FIP1"
"cg10690747",0.0264055745897375,"SomaScan","KORA","Myeloperoxidase","Myeloperoxidase","2580-83","P05164","Myeloperoxidase","chr21",43823835,"UBASH3A","UBASH3A"
"cg27113548",0.00533279407841018,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr14",106354912,"","AL122127.25, IGHD2-21"
"cg00046913",-0.00728249666337357,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr16",1877150,"HAGH, FAHD1","HAGH, FAHD1"
"cg16271912",0.000503660345605369,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr5",68665562,"RAD17, TAF9","RAD17, TAF9"
"cg26559804",0.00945441824267321,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr11",128391271,"ETS1",""
"cg17600863",0.0018848605146995,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr10",93372507,"LOC100188947",""
"cg26516004",0.00702176015646767,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr15",75019376,"CYP1A1","CYP1A1"
"cg09253914",0.00409202044012992,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr2",37311580,"HEATR5B, CCDC75","CCDC75, HEATR5B"
"cg05575921",0.0418690007161746,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr5",373378,"AHRR","AHRR"
"cg19149898",0.00338346742429419,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr6",116421874,"NT5DC1","NT5DC1"
"cg23690369",-0.00912615514837055,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr10",95462349,"C10orf4","FRA10AC1"
"cg05536998",0.00642069969655218,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr18",46500646,"",""
"cg03588039",0.00175217980277144,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr8",99182441,"",""
"cg12980917",-0.00760822532678126,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr19",38715106,"DPF1","DPF1"
"cg16652531",0.00487691183257887,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr4",189602185,"","RP11-219G10.3"
"cg16815379",-0.0110603578943306,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr1",165797173,"UCK2",""
"cg01736243",-0.00567685891819515,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr17",3289510,"","RP11-64J4.2"
"cg10524192",-0.0122952949256996,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr9",34637478,"SIGMAR1","SIGMAR1, GALT"
"cg25942789",0.00937262187757989,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr2",241696788,"KIF1A",""
"cg03582827",0.0111328724948015,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr16",958339,"LMF1","LMF1"
"cg26922444",-0.000681770370775477,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr6",24911204,"FAM65B","FAM65B"
"cg22140261",-0.0146410972235313,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr22",42466895,"NAGA","NAGA"
"cg02063203",-0.000271388385228934,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr2",220252733,"DNPEP","DNPEP, AC053503.4"
"cg24842967",0.00176971468210648,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr1",156084750,"LMNA","LMNA"
"cg17097782",0.00123145949908096,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr2",19551860,"OSR1","OSR1"
"cg13832045",-0.006080891183692,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr9",139923087,"ABCA2, C9orf139","C9orf139, ABCA2"
"cg02570977",0.00325731486786519,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr8",144373277,"ZNF696","ZNF696"
"cg03069282",-0.00396580746734371,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr17",37753772,"",""
"cg04717895",0.00567240245421937,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr16",31541298,"",""
"cg20217649",0.0210863480270932,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr8",67835351,"SNORD87, SNHG6","SNHG6, SNORD87"
"cg09162056",-0.00293380123878308,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr4",174255944,"HMGB2","HMGB2"
"cg18809039",-0.00747813954082378,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr5",2702863,"",""
"cg05933116",-0.00900336851945487,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr17",76950803,"",""
"cg21566642",0.0353898930132111,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr2",233284661,"",""
"cg06088188",-0.000449734036063287,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr17",80251443,"","RP13-516M14.1"
"cg19542630",-0.0130830331587559,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr4",8442666,"ACOX3","METTL19, ACOX3"
"cg00393546",0.0165617441222479,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr10",461919,"DIP2C",""
"cg21913519",-0.0180856494969665,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr7",209058,"FAM20C",""
"cg02590038",-0.00205979856087625,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr10",99258829,"UBTD1, MMS19","MMS19, UBTD1"
"cg22511877",-0.000725752475260762,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr2",1942942,"MYT1L",""
"cg08685733",0.0115468160790625,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr17",42215609,"",""
"cg16419620",-0.00555633325749576,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr12",48214187,"HDAC7","HDAC7"
"cg11138929",-0.013624919032698,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr3",113251189,"SIDT1","SIDT1"
"cg14196756",-0.00721749205781581,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr6",158588763,"GTF2H5, SERAC1","GTF2H5, SERAC1"
"cg16210973",-0.0111988416052666,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr5",147760896,"","RP11-373N22.3"
"cg04473095",-0.00393775519905702,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr10",50885235,"",""
"cg26708781",0.0184777934997949,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr4",87921477,"AFF1","AFF1"
"cg09510246",0.0066595185442469,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr6",1684515,"GMDS","GMDS"
"cg03450842",0.00589274742516975,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr10",80834947,"ZMIZ1","ZMIZ1"
"cg24861859",0.00100845571423417,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr1",175474533,"TNR","TNR"
"cg25727569",0.000625519426724833,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr3",53845287,"CACNA1D","CACNA1D"
"cg19122206",0.00964834729982176,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr22",48972927,"FAM19A5","FAM19A5"
"cg13074055",0.00660648317392741,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr14",106329206,"",""
"cg17501210",5.97697234362635e-05,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr6",166970252,"RPS6KA2","RPS6KA2"
"cg06857921",0.00692296770753834,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr2",217530276,"",""
"cg26283371",-0.0108198633863223,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr4",146019093,"ABCE1, ANAPC10","ANAPC10, ABCE1"
"cg09876440",0.0062117142100246,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr3",10325981,"GHRLOS, C3orf42","GHRLOS2, GHRLOS, TATDN2"
"cg10555744",-0.00327703202298155,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr1",25946258,"MAN1C1","MAN1C1"
"cg22521263",0.0103352844072415,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr4",6729744,"",""
"cg14192029",-0.00302746711522192,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr4",126058,"ZNF718","ZNF718"
"cg21985356",0.0181357240943114,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr5",76383200,"LOC728723, ZBED3","CTC-564N23.3, ZBED3"
"cg11178189",0.00331551545821783,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr5",137549012,"CDC23","CDC23"
"cg26990681",0.00786155877189743,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr2",47750631,"KCNK12","MSH2"
"cg06192883",-0.0545342879995375,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr15",52554171,"MYO5C","MYO5C"
"cg21543270",-0.000717339663384032,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr14",105840286,"PACS2","PACS2"
"cg02904344",0.0185812301221608,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr6",134498979,"SGK1","SGK1"
"cg16043373",0.00127100832985514,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr17",80762382,"TBCD","TBCD"
"cg01422467",0.00783602193127018,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr4",103998289,"NHEDC2","SLC9B2"
"cg02930687",0.00165081245373423,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr21",32253206,"KRTAP11-1","KRTAP11-1"
"cg02474625",0.00196497919650701,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr11",103197069,"DYNC2H1","DYNC2H1"
"cg01320298",0.00155205459451691,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr3",15160158,"",""
"cg07023791",0.00676504959430394,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr10",83633980,"NRG3","NRG3"
"cg00681003",0.000738719631724247,"SomaScan","KORA","NRTK3","NT-3 growth factor receptor","2658-27","Q16288","TrkC","chr20",23586547,"CST9","CST9"
